Compound,Date,Favorite Count,Retweet Count,Text
0.7964,Fri Jun 06 16:26:29 +0000 2014,1430,1430,Our AppleCare team is the best in the world. Thrilled to see them in action yesterday on our new campus in Austin. http://t.co/fTaMKzMi9o
0.0,Fri Jun 06 15:26:01 +0000 2014,2678,2678,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC"
0.9197,Mon Jun 02 20:40:59 +0000 2014,1468,1468,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT"
0.8957,Wed May 28 22:32:30 +0000 2014,5730,5730,"Sharing a laugh with Jimmy, Dre, and @cue. Excited to welcome the #Beats team to #Apple. It's all about the music. http://t.co/ZwyWgHFwhO"
0.9607,Sun May 25 16:51:39 +0000 2014,957,957,"On this #MemorialDay, let's honor the courageous men and women who made the ultimate sacrifice for love of country, liberty and freedom."
0.7378,Sat May 10 16:22:49 +0000 2014,433,433,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction
0.4754,Wed Apr 23 15:23:57 +0000 2014,1163,1163,You are more powerful than you think. https://t.co/QAMrQH8454
0.8316,Tue Apr 22 23:31:20 +0000 2014,697,697,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth
0.784,Tue Apr 22 15:14:39 +0000 2014,1970,1970,Happy Earth Day!  “Better can’t be better if it doesn’t consider everything”.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y
0.6059,Tue Apr 22 03:23:12 +0000 2014,1898,1898,We want to leave the world better than we found it.  We’re proud of our progress but we know we have much more to do. http://t.co/iHzF9rUnx1
0.0,Fri Apr 11 17:18:14 +0000 2014,784,784,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer
0.0,Fri Apr 11 17:17:44 +0000 2014,472,472,"""We shall overcome"".  Reflecting on the 50th anniversary of the Civil Rights Act. Much done but much left to do. http://t.co/hk1IdRHZjU"
0.8065,Thu Apr 10 15:23:58 +0000 2014,57,57,@elsacollins @RealSMG @jasoncollins34 Welcome to iPhone!  We're happy you joined us!
0.0,Sat Apr 05 12:08:54 +0000 2014,2275,2275,Teşekkür ederim to our customers in Istanbul and all the people of Turkey. http://t.co/4xD4A2X06c
0.6696,Fri Apr 04 18:08:26 +0000 2014,558,558,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)…
0.5093,Thu Mar 27 19:51:24 +0000 2014,4313,4313,Welcome to the #iPad and @AppStore!   @satyanadella and  Office for iPad
0.8268,Mon Mar 24 20:26:05 +0000 2014,1081,1081,Amazing!   From Ryan @OneRepublic:   And yes it's an iPhone.  Hold it reeeeeal still ;) http://t.co/QSqKO40VN5
0.8908,Fri Mar 21 15:35:00 +0000 2014,152,152,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball
0.3182,Fri Mar 21 15:10:24 +0000 2014,2135,2135,Check this out. @jimmyfallon and @billyjoel with iPad and a cool app called Loopy HD. Magical. http://t.co/dWlZr6Lsm6
0.9042,Mon Mar 10 14:00:05 +0000 2014,322,322,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner"
0.25,Mon Feb 24 15:07:04 +0000 2014,7921,7921,"Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right."""
0.8834,Mon Feb 24 15:05:14 +0000 2014,7247,7247,"Remembering my friend Steve on his birthday. ""Stay hungry, Stay foolish"". We honor him by continuing the work he loved so much."
0.8475,Fri Feb 21 17:34:54 +0000 2014,477,477,Discrimination ends when we refuse to accept it.  Very proud of #Coach Gus Malzahn.  Great leadership! http://t.co/uq7MffckAv
0.5255,Sat Feb 15 18:51:48 +0000 2014,1910,1910,'Obrigado' to everyone who visited our new store in Rio de Janeiro today and to our terrific customers across Brazil! http://t.co/3nFPxN4m3Y
0.7346,Fri Feb 14 05:13:09 +0000 2014,653,653,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W
0.25,Wed Feb 12 16:29:50 +0000 2014,1507,1507,"Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come""."
0.4588,Wed Feb 12 16:27:39 +0000 2014,666,666,Remembering Lincoln today and his dedication to the proposition that all men are created equal. We are still seeking to fullfill his dream.
0.9151,Mon Feb 03 05:00:20 +0000 2014,602,602,"RT @cue: Get the new @U2 song “Invisible” for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk…"
0.6114,Sat Jan 25 01:49:47 +0000 2014,2751,2751,Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i
0.8979,Sat Jan 25 01:42:46 +0000 2014,1059,1059,Celebrating Mac's 30th with some of my closest friends in Cupertino with OneRepublic. Awesome.
0.784,Fri Jan 24 13:38:28 +0000 2014,5287,5287,Happy Birthday Mac!  My life is infinitely better because we met. Today we salute everything you stand for. http://t.co/seLULo2cQ6
0.0,Mon Jan 20 05:15:22 +0000 2014,1381,1381,"Timeless advice from MLK:  ""The time is always right to do what is right""."
0.7003,Mon Jan 20 05:08:15 +0000 2014,558,558,"MLK: I have a dream that one day this nation will rise up and live out the true meaning of its creed: - "".. that all men are created equal.'"
0.5945,Mon Jan 20 05:02:43 +0000 2014,650,650,"MLK:  Life's most persistent and urgent question is, ""What are you doing for others?  He said this 50 years ago and it is still true today."
-0.0258,Mon Jan 20 04:57:54 +0000 2014,824,824,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King"
0.5562,Fri Jan 17 04:52:03 +0000 2014,1302,1302,Having fun in Beijing at the iPhone launch with China Mobile! http://t.co/AqoqLbbeO7
0.3612,Thu Jan 16 03:34:22 +0000 2014,992,992,"If you haven't seen this, I'd recommend watching it. What will your verse be?  http://t.co/8nyIRPQ21f"
0.8065,Tue Jan 07 15:27:51 +0000 2014,214,214,"Congratulations to #FSU coaches, team, and fans!  #BCS Champs!"
0.8074,Tue Jan 07 15:25:52 +0000 2014,1506,1506,Shout out to @CoachGusMalzahn and the entire #Auburn team.  You made us proud. It was a wild ride and you reminded us of why we love Auburn.
0.8777,Wed Jan 01 14:27:47 +0000 2014,2094,2094,Happy New Year! Wishing everyone their best year yet.
0.4754,Wed Dec 18 15:48:45 +0000 2013,6610,6610,We have begun manufacturing the Mac Pro in Austin.  It’s the most powerful Mac ever.  Orders start tomorrow. http://t.co/Jrd1Gic3Ya
0.8858,Wed Dec 18 04:17:26 +0000 2013,1312,1312,Happy Holidays to all of our amazing customers!   http://t.co/eonnck8cDF
0.7712,Mon Dec 09 14:56:13 +0000 2013,514,514,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f
0.3365,Sun Dec 08 02:27:48 +0000 2013,501,501,SEC champs! Shout out for all of the players and coaches. See you at the championship game. War Eagle! https://t.co/zmhL7aAYOI
0.0,Fri Dec 06 12:43:36 +0000 2013,1699,1699,"“ What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others....."" Mandela 2002"
0.9325,Fri Dec 06 01:39:47 +0000 2013,1722,1722,Amazing human being. Champion of freedom and human dignity. He set an example for all of the world. RIP Nelson Mandela. We miss you already.
0.5106,Sun Dec 01 14:08:42 +0000 2013,4138,4138,We are marking #World AIDS Day by turning Apple's logo red. Together we can achieve an AIDS free generation. http://t.co/3kdx9UZr9f
-0.5195,Sun Dec 01 00:57:27 +0000 2013,1298,1298,I'll never tire of listening to this!  Could not be more proud of the Tigers!   https://t.co/G0ojg9Nyvm
0.9474,Sun Dec 01 00:29:34 +0000 2013,6551,6551,RT @espn: AUBURN WINS!! AUBURN WINS!!! AUBURN WINS!!
0.9508,Thu Nov 28 14:38:53 +0000 2013,1007,1007,Grateful this #Thanksgiving for amazing customers and the privilege to work with fantastic people.  Happy Thanksgiving!
-0.079,Sat Nov 23 21:04:16 +0000 2013,187,187,Very proud of the Blue Devils.  https://t.co/3TooxRBg4a
0.6808,Fri Nov 22 19:50:14 +0000 2013,220,220,"RT @KerryKennedyRFK: “If we cannot end now our differences, at least we can help make the world safe for diversity.” -#JFK, June 10, 1963"
-0.6597,Fri Nov 22 19:15:02 +0000 2013,1322,1322,"Timeless advice.  ""Let both sides explore what problems unite us instead of belaboring those problems which divide us."" - #JFK, 1961"
-0.34,Sun Nov 17 00:52:11 +0000 2013,87,87,"RT @TheAUPlainsman: FINAL: No. 7 Auburn 43, No. 25 Georgia 38. One of the biggest plays in Auburn history sets up one of the biggest Iron B…"
0.8313,Thu Nov 07 20:43:34 +0000 2013,718,718,Thanks to all Senators who supported ENDA!  I encourage the House to follow suit and end discrimination. http://t.co/nXEhA9IKRf
0.0,Mon Nov 04 19:46:03 +0000 2013,388,388,http://t.co/PjGkNqNREn
0.5106,Tue Oct 22 16:20:39 +0000 2013,4778,4778,Can't wait to get underway. Having fun backstage.
0.6588,Fri Oct 18 17:01:57 +0000 2013,235,235,Looking forward to a great season!  https://t.co/EJ2mpToVWV
0.8074,Wed Oct 16 13:08:08 +0000 2013,2516,2516,Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus
0.5081,Sun Oct 13 21:21:59 +0000 2013,324,324,"Very proud of the Tigers! “@TheAUPlainsman: Auburn comes in at No. 24 in this week's AP top 25 poll:
http://t.co/wRa5FfaPpF”"
-0.25,Sat Oct 05 14:10:45 +0000 2013,9332,9332,Second anniversary of Steve's death. Going on a long hike today and reflecting on his friendship and all the dents he made in the universe.
0.8908,Mon Sep 23 15:59:29 +0000 2013,2639,2639,Thanks to all our amazing customers for the fantastic weekend!
0.4201,Sun Sep 22 12:05:30 +0000 2013,3068,3068,RT @ConanOBrien: iOS7? More like iOSHeaven. #ApplePleaseSendMeAniPad
0.6096,Fri Sep 20 19:02:22 +0000 2013,7019,7019,Visited Retail Stores in Palo Alto today. Seeing so many happy customers reminds us of why we do what we do.
